week;Date;PTE;period_from;period_until;upward_incident_reserve;downward_incident_reserve;upward;downward;incentive_component_EURMwh;take_from_system;feed_into_system;Regulation_state;purchase_kWhPTE;sell_kWhPTE;absolute_kWhPTE;imbalance_kWhPTE;downward_reserve_kWh_PTE;downward_power_kWh_PTE;upward_power_kWh_PTE;upward_reserve_kWh_PTE;upward_incident_reserve_kWh_PTE;downward_incident_reserve_kWh_PTE;volume_kWhPTE;totals_kWhPTE
1;01/01/2024;1;00:00;00:15;;;83.22;-46.72;0;83.22;-46.72;2;-80875;60991;141866;-19884;0;-3235;3196;0;0;;6431;-39
1;01/01/2024;2;00:15;00:30;;;76.91;;0;76.91;76.91;1;-85594;70074;155667;-15520;0;0;2927;0;0;;2927;2927
1;01/01/2024;3;00:30;00:45;;;66.91;;0;66.91;66.91;1;-102495;70883;173378;-31612;0;0;1863;0;0;;1863;1863
1;01/01/2024;4;00:45;01:00;;;66.91;;0;66.91;66.91;1;-91748;69172;160921;-22576;0;0;1892;0;0;;1892;1892
1;01/01/2024;5;01:00;01:15;;;81.13;;0;81.13;81.13;1;-119151;87965;207116;-31187;0;0;12778;0;0;;12778;12778
1;01/01/2024;6;01:15;01:30;;;76.91;-17.8;0;76.91;-17.8;2;-91420;77996;169416;-13423;0;-210;7630;0;0;;7840;7420
1;01/01/2024;7;01:30;01:45;;;82.79;-8.81;0;82.79;-8.81;2;-100855;47778;148632;-53077;0;-395;3469;0;0;;3864;3074
1;01/01/2024;8;01:45;02:00;;;73.68;-26.1;0;73.68;-26.1;2;-68209;46421;114630;-21788;0;-1891;6194;0;0;;8085;4303
1;01/01/2024;9;02:00;02:15;;;94.13;-31.85;0;94.13;-31.85;2;-117445;96200;213644;-21245;0;-5079;12310;0;0;;17389;7231
1;01/01/2024;10;02:15;02:30;;;73.66;-8.81;0;73.66;73.66;1;-93436;91914;185350;-1522;0;-4;6334;0;0;;6338;6330
1;01/01/2024;11;02:30;02:45;;;;-8.81;0;-8.81;-8.81;-1;-81257;72043;153300;-9213;0;-319;0;0;0;;319;-319
1;01/01/2024;12;02:45;03:00;;;87.47;-28.42;0;87.47;-28.42;2;-97908;73797;171705;-24112;0;-350;9805;0;0;;10155;9455
1;01/01/2024;13;03:00;03:15;;;78.11;;0;78.11;78.11;1;-102190;91976;194166;-10214;0;0;2214;0;0;;2214;2214
1;01/01/2024;14;03:15;03:30;;;64.9;;0;64.9;64.9;1;-96973;100453;197426;3481;0;0;192;0;0;;192;192
1;01/01/2024;15;03:30;03:45;;;;-17.8;0;-17.8;-17.8;-1;-85167;82517;167683;-2650;0;-1109;0;0;0;;1109;-1109
1;01/01/2024;16;03:45;04:00;;;85.2;-45.33;0;85.2;-45.33;2;-66756;82513;149270;15757;0;-5928;562;0;0;;6490;-5366
1;01/01/2024;17;04:00;04:15;;;104.51;-37.54;0;104.51;-37.54;2;-95456;78968;174423;-16488;0;-5987;2986;0;0;;8973;-3001
1;01/01/2024;18;04:15;04:30;;;;;0;28.05;28.05;0;-89271;99720;188991;10449;0;0;0;0;0;;0;0
1;01/01/2024;19;04:30;04:45;;;79.05;-8.81;0;79.05;-8.81;2;-91002;87316;178318;-3687;0;-202;947;0;0;;1149;745
1;01/01/2024;20;04:45;05:00;;;79.05;-8.81;0;-8.81;-8.81;-1;-95016;93544;188560;-1472;0;-394;3;0;0;;397;-391
1;01/01/2024;21;05:00;05:15;;;;;0;28.05;28.05;0;-87577;98306;185883;10729;0;-7;0;0;0;;7;-7
1;01/01/2024;22;05:15;05:30;;;;-27.32;0;-27.32;-27.32;-1;-102621;88863;191484;-13758;0;-1435;0;0;0;;1435;-1435
1;01/01/2024;23;05:30;05:45;;;;-30.3;0;-30.3;-30.3;-1;-116648;110429;227077;-6219;0;-909;0;0;0;;909;-909
1;01/01/2024;24;05:45;06:00;;;;-28.42;0;-28.42;-28.42;-1;-119141;120016;239157;876;0;-707;0;0;0;;707;-707
1;01/01/2024;25;06:00;06:15;;;70.31;-73.38;0;70.31;-73.38;2;-111701;109524;221226;-2177;0;-610;659;0;0;;1269;49
1;01/01/2024;26;06:15;06:30;;;;;0;27.07;27.07;0;-143916;127941;271857;-15975;0;0;0;0;0;;0;0
1;01/01/2024;27;06:30;06:45;;;77.11;;0;77.11;77.11;1;-181307;144515;325822;-36792;0;0;3648;0;0;;3648;3648
1;01/01/2024;28;06:45;07:00;;;73.66;;0;73.66;73.66;1;-188586;141002;329588;-47584;0;0;15125;0;0;;15125;15125
1;01/01/2024;29;07:00;07:15;;;86.13;;0;86.13;86.13;1;-153432;144827;298259;-8606;0;0;3012;0;0;;3012;3012
1;01/01/2024;30;07:15;07:30;;;62.99;-77.88;0;62.99;-77.88;2;-132219;111130;243349;-21088;0;-180;1097;0;0;;1277;917
1;01/01/2024;31;07:30;07:45;;;;-29.99;0;-29.99;-29.99;-1;-162643;113045;275687;-49598;0;-780;0;0;0;;780;-780
1;01/01/2024;32;07:45;08:00;;;64.32;;0;64.32;64.32;1;-154795;127817;282612;-26979;0;0;29;0;0;;29;29
1;01/01/2024;33;08:00;08:15;;;64.91;-83.43;0;64.91;-83.43;2;-105049;112491;217540;7441;0;-12405;131;0;0;;12536;-12274
1;01/01/2024;34;08:15;08:30;;;;-55.88;0;-55.88;-55.88;-1;-180701;156361;337062;-24339;0;-10799;0;0;0;;10799;-10799
1;01/01/2024;35;08:30;08:45;;;;-60.7;0;-60.7;-60.7;-1;-183439;164861;348300;-18579;0;-6333;0;0;0;;6333;-6333
1;01/01/2024;36;08:45;09:00;;;;-166.18;0;-166.18;-166.18;-1;-156785;150252;307037;-6533;0;-15875;0;0;0;;15875;-15875
1;01/01/2024;37;09:00;09:15;;;;-45.56;0;-45.56;-45.56;-1;-175167;181940;357107;6773;0;-5185;0;0;0;;5185;-5185
1;01/01/2024;38;09:15;09:30;;;;;0;28.05;28.05;0;-166679;171326;338005;4647;0;0;0;0;0;;0;0
1;01/01/2024;39;09:30;09:45;;;;-8.81;0;-8.81;-8.81;-1;-143466;146929;290395;3463;0;-44;0;0;0;;44;-44
1;01/01/2024;40;09:45;10:00;;;;-14.87;0;-14.87;-14.87;-1;-129836;119584;249419;-10252;0;-2897;0;0;0;;2897;-2897
1;01/01/2024;41;10:00;10:15;;;;-8.81;0;-8.81;-8.81;-1;-154252;147914;302166;-6338;0;-470;0;0;0;;470;-470
1;01/01/2024;42;10:15;10:30;;;;-8.81;0;-8.81;-8.81;-1;-153313;116602;269916;-36711;0;-206;0;0;0;;206;-206
1;01/01/2024;43;10:30;10:45;;;;-17.19;0;-17.19;-17.19;-1;-141376;111315;252692;-30061;0;-1295;0;0;0;;1295;-1295
1;01/01/2024;44;10:45;11:00;;;;-17.19;0;-17.19;-17.19;-1;-128684;100610;229294;-28075;0;-1289;0;0;0;;1289;-1289
1;01/01/2024;45;11:00;11:15;;;;-8.81;0;-8.81;-8.81;-1;-180990;149151;330141;-31839;0;-110;0;0;0;;110;-110
1;01/01/2024;46;11:15;11:30;;;;-9.51;0;-9.51;-9.51;-1;-161142;137577;298719;-23566;0;-880;0;0;0;;880;-880
1;01/01/2024;47;11:30;11:45;;;;-28.42;0;-28.42;-28.42;-1;-175307;133255;308562;-42052;0;-2447;0;0;0;;2447;-2447
1;01/01/2024;48;11:45;12:00;;;;-8.81;0;-8.81;-8.81;-1;-140749;121269;262017;-19480;0;-577;0;0;0;;577;-577
1;01/01/2024;49;12:00;12:15;;;;-8.81;0;-8.81;-8.81;-1;-150032;130898;280930;-19133;0;-449;0;0;0;;449;-449
1;01/01/2024;50;12:15;12:30;;;;;0;30.06;30.06;0;-146183;104666;250850;-41517;0;0;0;0;0;;0;0
1;01/01/2024;51;12:30;12:45;;;;;0;27.43;27.43;0;-153412;99187;252599;-54225;0;0;0;0;0;;0;0
1;01/01/2024;52;12:45;13:00;;;;;0;32.16;32.16;0;-181802;92326;274127;-89476;0;0;0;0;0;;0;0
1;01/01/2024;53;13:00;13:15;;;;;0;32.16;32.16;0;-124327;105850;230177;-18477;0;0;0;0;0;;0;0
1;01/01/2024;54;13:15;13:30;;;;-20.84;0;-20.84;-20.84;-1;-114908;116341;231248;1433;0;-272;0;0;0;;272;-272
1;01/01/2024;55;13:30;13:45;;;63.83;-20.72;0;-20.72;-20.72;-1;-149117;96273;245389;-52844;0;-1503;4;0;0;;1507;-1499
1;01/01/2024;56;13:45;14:00;;;72.79;;0;72.79;72.79;1;-122794;110876;233670;-11918;0;0;170;0;0;;170;170
1;01/01/2024;57;14:00;14:15;;;;;0;29.24;29.24;0;-59205;135203;194407;75998;0;0;0;0;0;;0;0
1;01/01/2024;58;14:15;14:30;;;;;0;29.24;29.24;0;-54635;127610;182245;72975;0;0;0;0;0;;0;0
1;01/01/2024;59;14:30;14:45;;;;;0;29.24;29.24;0;-63450;152994;216445;89544;0;0;0;0;0;;0;0
1;01/01/2024;60;14:45;15:00;;;;;0;29.24;29.24;0;-111884;152828;264711;40944;0;0;0;0;0;;0;0
1;01/01/2024;61;15:00;15:15;;;;;0;27.12;27.12;0;-60023;75805;135828;15782;0;0;0;0;0;;0;0
1;01/01/2024;62;15:15;15:30;;;86.13;;0;86.13;86.13;1;-110983;56479;167462;-54503;0;0;8566;0;0;;8566;8566
1;01/01/2024;63;15:30;15:45;;;105.53;;0;105.53;105.53;1;-159481;119325;278806;-40156;0;0;25652;0;0;;25652;25652
1;01/01/2024;64;15:45;16:00;;;121.12;;0;121.12;121.12;1;-183956;113101;297057;-70855;0;0;44977;0;0;;44977;44977
1;01/01/2024;65;16:00;16:15;;;88.13;-47.19;0;88.13;-47.19;2;-74335;98768;173103;24433;0;-5471;2474;0;0;;7945;-2997
1;01/01/2024;66;16:15;16:30;;;81.13;-15.74;0;81.13;-15.74;2;-91289;82312;173601;-8977;0;-1411;704;0;0;;2115;-707
1;01/01/2024;67;16:30;16:45;;;81.13;;0;81.13;81.13;1;-130998;167676;298674;36679;0;0;1101;0;0;;1101;1101
1;01/01/2024;68;16:45;17:00;;;86.57;;0;86.57;86.57;1;-160048;145576;305624;-14472;0;0;2747;0;0;;2747;2747
1;01/01/2024;69;17:00;17:15;;;62.84;;0;62.84;62.84;1;-181351;131336;312687;-50015;0;0;667;0;0;;667;667
1;01/01/2024;70;17:15;17:30;;;95.16;;0;95.16;95.16;1;-170817;147140;317957;-23677;0;0;8757;0;0;;8757;8757
1;01/01/2024;71;17:30;17:45;;;181.55;;0;181.55;181.55;1;-197098;144372;341470;-52726;0;0;35318;0;0;;35318;35318
1;01/01/2024;72;17:45;18:00;;;501.35;-79.57;0;501.35;-79.57;2;-139940;97051;236991;-42889;0;-878;45778;0;0;;46656;44900
1;01/01/2024;73;18:00;18:15;;;97.78;-142.04;0;97.78;-142.04;2;-95144;106983;202127;11839;0;-12158;2693;0;0;;14851;-9465
1;01/01/2024;74;18:15;18:30;;;;32.13;0;32.13;32.13;-1;-115193;139916;255109;24722;0;-711;0;0;0;;711;-711
1;01/01/2024;75;18:30;18:45;;;;;0;37.07;37.07;0;-104418;161904;266322;57486;0;-1;0;0;0;;1;-1
1;01/01/2024;76;18:45;19:00;;;88.13;-270.12;0;88.13;-270.12;2;-130397;142916;273313;12520;0;-6204;2482;0;0;;8686;-3722
1;01/01/2024;77;19:00;19:15;;;79.13;-265.63;0;79.13;-265.63;2;-148809;194337;343146;45528;0;-18904;1323;0;0;;20227;-17581
1;01/01/2024;78;19:15;19:30;;;;-184.11;0;-184.11;-184.11;-1;-163439;166240;329679;2801;0;-23890;0;0;0;;23890;-23890
1;01/01/2024;79;19:30;19:45;;;;-31.83;0;-31.83;-31.83;-1;-135558;148583;284141;13025;0;-4900;0;0;0;;4900;-4900
1;01/01/2024;80;19:45;20:00;;;88.13;-24.73;0;88.13;-24.73;2;-123450;95375;218826;-28075;0;-3683;2453;0;0;;6136;-1230
1;01/01/2024;81;20:00;20:15;;;1832.2;;0;1832.2;1832.2;1;-173179;89867;263046;-83311;0;0;48716;0;0;;48716;48716
1;01/01/2024;82;20:15;20:30;;;1832.2;;0;1832.2;1832.2;1;-216947;153272;370220;-63675;0;0;57839;0;0;;57839;57839
1;01/01/2024;83;20:30;20:45;;;62.34;;0;62.34;62.34;1;-149454;114742;264196;-34712;0;0;1447;0;0;;1447;1447
1;01/01/2024;84;20:45;21:00;;;;-19.94;0;-19.94;-19.94;-1;-139586;131143;270729;-8443;0;-4979;0;0;0;;4979;-4979
1;01/01/2024;85;21:00;21:15;;;;-19.94;0;-19.94;-19.94;-1;-116794;131821;248615;15027;0;-3198;0;0;0;;3198;-3198
1;01/01/2024;86;21:15;21:30;;;;-68.5;0;-68.5;-68.5;-1;-135301;140955;276256;5654;0;-10557;0;0;0;;10557;-10557
1;01/01/2024;87;21:30;21:45;;;73.06;-221.38;0;73.06;-221.38;2;-125604;148078;273682;22475;0;-23338;297;0;0;;23635;-23041
1;01/01/2024;88;21:45;22:00;;;77.13;-252.44;0;77.13;-252.44;2;-148121;123596;271717;-24524;0;-23918;522;0;0;;24440;-23396
1;01/01/2024;89;22:00;22:15;;;;-192.63;0;-192.63;-192.63;-1;-121167;154035;275202;32868;0;-20896;0;0;0;;20896;-20896
1;01/01/2024;90;22:15;22:30;;;;-43.56;0;-43.56;-43.56;-1;-137205;159806;297011;22601;0;-24947;0;0;0;;24947;-24947
1;01/01/2024;91;22:30;22:45;;;;-53.88;0;-53.88;-53.88;-1;-140844;135765;276608;-5079;0;-13295;0;0;0;;13295;-13295
1;01/01/2024;92;22:45;23:00;;;;-45.56;0;-45.56;-45.56;-1;-153852;164750;318603;10898;0;-20010;0;0;0;;20010;-20010
1;01/01/2024;93;23:00;23:15;;;;-28.42;0;-28.42;-28.42;-1;-125517;126188;251705;671;0;-3029;0;0;0;;3029;-3029
1;01/01/2024;94;23:15;23:30;;;;-68.5;0;-68.5;-68.5;-1;-148962;150288;299250;1326;0;-12159;0;0;0;;12159;-12159
1;01/01/2024;95;23:30;23:45;;;;-66.5;0;-66.5;-66.5;-1;-146732;144957;291689;-1775;0;-18862;0;0;0;;18862;-18862
1;01/01/2024;96;23:45;00:00;;;;-140.04;0;-140.04;-140.04;-1;-143776;163009;306785;19233;0;-33161;0;0;0;;33161;-33161
1;01/02/2024;1;00:00;00:15;;;;-274.12;0;-274.12;-274.12;-1;-268976;485199;754175;216223;0;-148168;0;0;0;;148168;-148168
1;01/02/2024;2;00:15;00:30;;;;-267.63;0;-267.63;-267.63;-1;-316872;479828;796700;162957;0;-164494;0;0;0;;164494;-164494
1;01/02/2024;3;00:30;00:45;;;;-274.12;0;-274.12;-274.12;-1;-319667;474115;793782;154447;0;-142584;0;0;0;;142584;-142584
1;01/02/2024;4;00:45;01:00;;;;-274.12;0;-274.12;-274.12;-1;-297403;505601;803004;208198;0;-186518;0;0;0;;186518;-186518
1;01/02/2024;5;01:00;01:15;;;;-312.82;0;-312.82;-312.82;-1;-331391;467857;799248;136466;0;-112627;0;0;0;;112627;-112627
1;01/02/2024;6;01:15;01:30;;;;-267.63;0;-267.63;-267.63;-1;-325118;456438;781556;131320;0;-117919;0;0;0;;117919;-117919
1;01/02/2024;7;01:30;01:45;;;;-270.4;0;-270.4;-270.4;-1;-347821;510278;858099;162457;0;-148210;0;0;0;;148210;-148210
1;01/02/2024;8;01:45;02:00;;;;-274.12;0;-274.12;-274.12;-1;-312310;506825;819135;194515;0;-158903;0;0;0;;158903;-158903
1;01/02/2024;9;02:00;02:15;;;;-220.34;0;-220.34;-220.34;-1;-442893;486157;929050;43264;0;-47210;0;0;0;;47210;-47210
1;01/02/2024;10;02:15;02:30;;;;-169.71;0;-169.71;-169.71;-1;-376822;462499;839321;85678;0;-78994;0;0;0;;78994;-78994
1;01/02/2024;11;02:30;02:45;;;;-218.34;0;-218.34;-218.34;-1;-363508;461654;825162;98146;0;-103715;0;0;0;;103715;-103715
1;01/02/2024;12;02:45;03:00;;;;-217.88;0;-217.88;-217.88;-1;-365907;467753;833660;101846;0;-99829;0;0;0;;99829;-99829
1;01/02/2024;13;03:00;03:15;;;;-56.51;0;-56.51;-56.51;-1;-359775;441587;801362;81812;0;-74087;0;0;0;;74087;-74087
1;01/02/2024;14;03:15;03:30;;;;-86.75;0;-86.75;-86.75;-1;-379888;435229;815117;55342;0;-61855;0;0;0;;61855;-61855
1;01/02/2024;15;03:30;03:45;;;;-122.06;0;-122.06;-122.06;-1;-370813;442441;813254;71628;0;-66567;0;0;0;;66567;-66567
1;01/02/2024;16;03:45;04:00;;;;-167.16;0;-167.16;-167.16;-1;-356141;435670;791812;79529;0;-81145;0;0;0;;81145;-81145
1;01/02/2024;17;04:00;04:15;;;;-56.08;0;-56.08;-56.08;-1;-341017;449363;790380;108345;0;-56768;0;0;0;;56768;-56768
1;01/02/2024;18;04:15;04:30;;;;-41.15;0;-41.15;-41.15;-1;-322178;447560;769738;125382;0;-71103;0;0;0;;71103;-71103
1;01/02/2024;19;04:30;04:45;;;;-41.15;0;-41.15;-41.15;-1;-324500;445521;770021;121021;0;-51449;0;0;0;;51449;-51449
1;01/02/2024;20;04:45;05:00;;;;-32.82;0;-32.82;-32.82;-1;-340828;445658;786485;104830;0;-46201;0;0;0;;46201;-46201
1;01/02/2024;21;05:00;05:15;;;;-40;0;-40;-40;-1;-342630;449280;791910;106651;0;-44124;0;0;0;;44124;-44124
1;01/02/2024;22;05:15;05:30;;;;-19.32;0;-19.32;-19.32;-1;-338805;437046;775851;98242;0;-16897;0;0;0;;16897;-16897
1;01/02/2024;23;05:30;05:45;;;;65.13;0;65.13;65.13;-1;-244631;450049;694680;205419;0;-36;0;0;0;;36;-36
1;01/02/2024;24;05:45;06:00;;;;-173.15;0;-173.15;-173.15;-1;-296558;453302;749860;156744;0;-51033;0;0;0;;51033;-51033
1;01/02/2024;25;06:00;06:15;;;;-274.12;0;-274.12;-274.12;-1;-299225;480831;780057;181606;0;-163153;0;0;0;;163153;-163153
1;01/02/2024;26;06:15;06:30;;;;-200.69;0;-200.69;-200.69;-1;-370532;461150;831682;90618;0;-102176;0;0;0;;102176;-102176
1;01/02/2024;27;06:30;06:45;;;;-224.38;0;-224.38;-224.38;-1;-394477;456030;850507;61553;0;-57461;0;0;0;;57461;-57461
1;01/02/2024;28;06:45;07:00;;;;-231.87;0;-231.87;-231.87;-1;-416600;450903;867503;34302;0;-44900;0;0;0;;44900;-44900
1;01/02/2024;29;07:00;07:15;;;;-267.63;0;-267.63;-267.63;-1;-410281;532348;942630;122067;0;-96418;0;0;0;;96418;-96418
1;01/02/2024;30;07:15;07:30;;;;-111.44;0;-111.44;-111.44;-1;-379333;446864;826197;67531;0;-60074;0;0;0;;60074;-60074
1;01/02/2024;31;07:30;07:45;;;;-111.44;0;-111.44;-111.44;-1;-402413;460691;863104;58278;0;-48057;0;0;0;;48057;-48057
1;01/02/2024;32;07:45;08:00;;;;-16.34;0;-16.34;-16.34;-1;-362850;456528;819378;93679;0;-17315;0;0;0;;17315;-17315
1;01/02/2024;33;08:00;08:15;;;;-29.04;0;-29.04;-29.04;-1;-293912;379217;673129;85305;0;-35891;0;0;0;;35891;-35891
1;01/02/2024;34;08:15;08:30;;;;-6.24;0;-6.24;-6.24;-1;-258278;377461;635739;119182;0;-18335;0;0;0;;18335;-18335
1;01/02/2024;35;08:30;08:45;;;;-6.24;0;-6.24;-6.24;-1;-267371;392607;659978;125236;0;-17042;0;0;0;;17042;-17042
1;01/02/2024;36;08:45;09:00;;;;43;0;43;43;-1;-235296;392457;627753;157161;0;-7390;0;0;0;;7390;-7390
1;01/02/2024;37;09:00;09:15;;;;64.52;0;64.52;64.52;-1;-217655;567325;784980;349670;0;-1558;0;0;0;;1558;-1558
1;01/02/2024;38;09:15;09:30;;;;54.52;0;54.52;54.52;-1;-262318;520512;782829;258194;0;-472;0;0;0;;472;-472
1;01/02/2024;39;09:30;09:45;;;;-10.84;0;-10.84;-10.84;-1;-272652;522526;795178;249873;0;-34925;0;0;0;;34925;-34925
1;01/02/2024;40;09:45;10:00;;;;-38;0;-38;-38;-1;-353529;533729;887259;180200;0;-54744;0;0;0;;54744;-54744
1;01/02/2024;41;10:00;10:15;;;;-29.77;0;-29.77;-29.77;-1;-335193;458634;793827;123441;0;-21603;0;0;0;;21603;-21603
1;01/02/2024;42;10:15;10:30;;;;15.6;0;15.6;15.6;-1;-379091;438177;817268;59086;0;-20322;0;0;0;;20322;-20322
1;01/02/2024;43;10:30;10:45;;;;51.52;0;51.52;51.52;-1;-406953;451347;858300;44394;0;-17070;0;0;0;;17070;-17070
1;01/02/2024;44;10:45;11:00;;;;52;0;52;52;-1;-411620;451147;862767;39527;0;-11103;0;0;0;;11103;-11103
1;01/02/2024;45;11:00;11:15;;;;67;0;67;67;-1;-328931;336365;665296;7434;0;-870;0;0;0;;870;-870
1;01/02/2024;46;11:15;11:30;;;77.54;;0;77.54;77.54;1;-339936;333861;673797;-6076;0;0;342;0;0;;342;342
1;01/02/2024;47;11:30;11:45;;;82.51;;0;82.51;82.51;1;-334638;349243;683881;14606;0;0;1453;0;0;;1453;1453
1;01/02/2024;48;11:45;12:00;;;;;0;76.66;76.66;0;-288478;412503;700982;124025;0;0;0;0;0;;0;0
1;01/02/2024;49;12:00;12:15;;;;;0;76.06;76.06;0;-271187;409942;681129;138756;0;0;0;0;0;;0;0
1;01/02/2024;50;12:15;12:30;;;;;0;63.92;63.92;0;-298164;385317;683481;87153;0;0;0;0;0;;0;0
1;01/02/2024;51;12:30;12:45;;;;;0;63.92;63.92;0;-302091;364330;666421;62239;0;0;0;0;0;;0;0
1;01/02/2024;52;12:45;13:00;;;;;0;63.92;63.92;0;-321530;356356;677885;34826;0;0;0;0;0;;0;0
1;01/02/2024;53;13:00;13:15;;;249.51;;0;249.51;249.51;1;-331909;220515;552425;-111394;0;0;35362;0;0;;35362;35362
1;01/02/2024;54;13:15;13:30;;;129.21;;0;129.21;129.21;1;-315665;206054;521719;-109611;0;0;50206;0;0;;50206;50206
1;01/02/2024;55;13:30;13:45;;;89.58;;0;89.58;89.58;1;-277547;232106;509653;-45441;0;0;33882;0;0;;33882;33882
1;01/02/2024;56;13:45;14:00;;;77.53;;0;77.53;77.53;1;-268178;278307;546485;10128;0;0;4666;0;0;;4666;4666
1;01/02/2024;57;14:00;14:15;;;;;0;76.15;76.15;0;-193670;238702;432372;45032;0;0;0;0;0;;0;0
1;01/02/2024;58;14:15;14:30;;;;;0;67.52;67.52;0;-172388;268705;441093;96317;0;0;0;0;0;;0;0
1;01/02/2024;59;14:30;14:45;;;;;0;67.53;67.53;0;-179458;260260;439719;80802;0;0;0;0;0;;0;0
1;01/02/2024;60;14:45;15:00;;;;58;0;58;58;-1;-188066;260204;448270;72139;0;-750;0;0;0;;750;-750
1;01/02/2024;61;15:00;15:15;;;;47;0;47;47;-1;-202650;307505;510155;104854;0;-16528;0;0;0;;16528;-16528
1;01/02/2024;62;15:15;15:30;;;;;0;73.61;73.61;0;-187950;305818;493767;117868;0;-2;0;0;0;;2;-2
1;01/02/2024;63;15:30;15:45;;;;;0;78.28;78.28;0;-188455;327236;515691;138781;0;0;0;0;0;;0;0
1;01/02/2024;64;15:45;16:00;;;;51.52;0;51.52;51.52;-1;-194091;325482;519573;131391;0;-2907;0;0;0;;2907;-2907
1;01/02/2024;65;16:00;16:15;;;;-37.91;0;-37.91;-37.91;-1;-236258;252525;488783;16267;0;-25644;0;0;0;;25644;-25644
1;01/02/2024;66;16:15;16:30;;;;40.34;0;40.34;40.34;-1;-207387;281866;489253;74479;0;-12207;0;0;0;;12207;-12207
1;01/02/2024;67;16:30;16:45;;;;63.52;0;63.52;63.52;-1;-180458;324404;504862;143946;0;-3903;0;0;0;;3903;-3903
1;01/02/2024;68;16:45;17:00;;;;51.52;0;51.52;51.52;-1;-140599;340727;481326;200127;0;-4425;0;0;0;;4425;-4425
1;01/02/2024;69;17:00;17:15;;;79.51;-18.34;0;-18.34;-18.34;-1;-242830;212891;455721;-29938;0;-16928;6;0;0;;16934;-16922
1;01/02/2024;70;17:15;17:30;;;103.93;;0;103.93;103.93;1;-317781;250146;567927;-67635;0;0;5443;0;0;;5443;5443
1;01/02/2024;71;17:30;17:45;;;;55.52;0;55.52;55.52;-1;-283717;286322;570038;2605;0;-705;0;0;0;;705;-705
1;01/02/2024;72;17:45;18:00;;;;55.52;0;55.52;55.52;-1;-250635;311085;561720;60449;0;-1767;0;0;0;;1767;-1767
1;01/02/2024;73;18:00;18:15;;;;1.52;0;1.52;1.52;-1;-270419;308417;578836;37998;0;-10904;0;0;0;;10904;-10904
1;01/02/2024;74;18:15;18:30;;;;1.52;0;1.52;1.52;-1;-290030;342762;632791;52732;0;-1825;0;0;0;;1825;-1825
1;01/02/2024;75;18:30;18:45;;;;-11.68;0;-11.68;-11.68;-1;-272546;296204;568749;23658;0;-10994;0;0;0;;10994;-10994
1;01/02/2024;76;18:45;19:00;;;;18;0;18;18;-1;-255589;329143;584732;73554;0;-1730;0;0;0;;1730;-1730
1;01/02/2024;77;19:00;19:15;;;;61.52;0;61.52;61.52;-1;-210750;231500;442250;20751;0;-147;0;0;0;;147;-147
1;01/02/2024;78;19:15;19:30;;;;61.52;0;61.52;61.52;-1;-231522;217601;449123;-13921;0;-499;0;0;0;;499;-499
1;01/02/2024;79;19:30;19:45;;;;-0.48;0;-0.48;-0.48;-1;-187311;216787;404097;29476;0;-5352;0;0;0;;5352;-5352
1;01/02/2024;80;19:45;20:00;;;97.51;15.52;0;97.51;97.51;1;-247211;207945;455155;-39266;0;-5678;2193;0;0;;7871;-3485
1;01/02/2024;81;20:00;20:15;;;1832.2;;0;1832.2;1832.2;1;-235633;158144;393777;-77489;0;0;60001;0;0;;60001;60001
1;01/02/2024;82;20:15;20:30;;;88.51;7.52;0;7.52;7.52;-1;-174850;172369;347219;-2481;0;-1578;9544;0;0;;11122;7966
1;01/02/2024;83;20:30;20:45;;;94;4.52;0;94;4.52;2;-102983;99098;202081;-3885;0;-4896;2334;0;0;;7230;-2562
1;01/02/2024;84;20:45;21:00;;;;-6.24;0;-6.24;-6.24;-1;-140262;174257;314519;33996;0;-17932;0;0;0;;17932;-17932
1;01/02/2024;85;21:00;21:15;;;;27.52;0;27.52;27.52;-1;-176699;186025;362724;9326;0;-5475;0;0;0;;5475;-5475
1;01/02/2024;86;21:15;21:30;;;;18.52;0;18.52;18.52;-1;-132873;157900;290772;25027;0;-2216;0;0;0;;2216;-2216
1;01/02/2024;87;21:30;21:45;;;;-0.1;0;-0.1;-0.1;-1;-151774;146568;298342;-5206;0;-13414;0;0;0;;13414;-13414
1;01/02/2024;88;21:45;22:00;;;87.51;;0;87.51;87.51;1;-153902;149517;303419;-4385;0;0;3262;0;0;;3262;3262
1;01/02/2024;89;22:00;22:15;;;1832.2;;0;1832.2;1832.2;1;-241842;130471;372313;-111372;0;0;57752;0;0;;57752;57752
1;01/02/2024;90;22:15;22:30;;;74.45;27.52;0;74.45;27.52;2;-140761;145436;286197;4674;0;-1115;1345;0;0;;2460;230
1;01/02/2024;91;22:30;22:45;;;;48.52;0;48.52;48.52;-1;-182893;170087;352980;-12806;0;-4202;0;0;0;;4202;-4202
1;01/02/2024;92;22:45;23:00;;;67.6;64.52;0;67.6;54.26;2;-212316;167342;379659;-44974;0;-893;2537;0;0;;3430;1644
1;01/02/2024;93;23:00;23:15;;;1832.2;;0;1832.2;1832.2;1;-318661;237313;555974;-81349;0;0;44917;0;0;;44917;44917
1;01/02/2024;94;23:15;23:30;;;100.51;;0;100.51;100.51;1;-299463;247318;546782;-52145;0;0;23189;0;0;;23189;23189
1;01/02/2024;95;23:30;23:45;;;;;0;54.26;54.26;0;-242636;224806;467442;-17830;0;0;0;0;0;;0;0
