week;Date;PTE;period_from;period_until;upward_incident_reserve;downward_incident_reserve;upward;downward;incentive_component_EURMwh;take_from_system;feed_into_system;Regulation_state;purchase_kWhPTE;sell_kWhPTE;absolute_kWhPTE;imbalance_kWhPTE;downward_reserve_kWh_PTE;downward_power_kWh_PTE;upward_power_kWh_PTE;upward_reserve_kWh_PTE;upward_incident_reserve_kWh_PTE;downward_incident_reserve_kWh_PTE;volume_kWhPTE;totals_kWhPTE
6;02/03/2024;70;17:15;17:30;;;103.45;-51.6;0;103.45;-51.6;2;-160698;164601;325298;3903;0;-10014;2595;0;0;;12609;-7419
6;02/03/2024;71;17:30;17:45;;;111;-17.84;0;111;-17.84;2;-146632;157332;303965;10700;0;-6788;3765;0;0;;10553;-3023
6;02/03/2024;72;17:45;18:00;;;111;;0;111;111;1;-156404;136152;292556;-20252;0;0;26671;0;0;;26671;26671
6;02/03/2024;73;18:00;18:15;;;111;;0;111;111;1;-213951;119773;333724;-94177;0;0;15718;0;0;;15718;15718
6;02/03/2024;74;18:15;18:30;;;85.16;;0;85.16;85.16;1;-176769;139803;316572;-36967;0;0;16190;0;0;;16190;16190
6;02/03/2024;75;18:30;18:45;;;111;;0;111;111;1;-168267;111766;280033;-56502;0;0;32049;0;0;;32049;32049
6;02/03/2024;76;18:45;19:00;;;111;;0;111;111;1;-159741;140126;299867;-19616;0;0;28504;0;0;;28504;28504
6;02/03/2024;77;19:00;19:15;;;;;0;61.97;61.97;0;-170653;171606;342259;954;0;0;310;0;0;;310;310
6;02/03/2024;78;19:15;19:30;;;;;0;61.97;61.97;0;-136548;163873;300422;27325;0;0;0;0;0;;0;0
6;02/03/2024;79;19:30;19:45;;;;45.5;0;45.5;45.5;-1;-124299;180510;304808;56211;0;-70;0;0;0;;70;-70
6;02/03/2024;80;19:45;20:00;;;;-23.08;0;-23.08;-23.08;-1;-160102;168333;328435;8231;0;-11438;0;0;0;;11438;-11438
6;02/03/2024;81;20:00;20:15;;;;52.12;0;52.12;52.12;-1;-135138;185593;320730;50455;0;-270;0;0;0;;270;-270
6;02/03/2024;82;20:15;20:30;;;;;0;58.97;58.97;0;-125637;169693;295330;44056;0;-5;0;0;0;;5;-5
6;02/03/2024;83;20:30;20:45;;;;-12.36;0;-12.36;-12.36;-1;-157159;178549;335708;21389;0;-8541;0;0;0;;8541;-8541
6;02/03/2024;84;20:45;21:00;;;;-18.53;0;-18.53;-18.53;-1;-185470;175189;360659;-10281;0;-3822;0;0;0;;3822;-3822
6;02/03/2024;85;21:00;21:15;;;;-18.18;0;-18.18;-18.18;-1;-146026;154912;300938;8886;0;-1771;0;0;0;;1771;-1771
6;02/03/2024;86;21:15;21:30;;;;-32.13;0;-32.13;-32.13;-1;-183397;178442;361839;-4954;0;-6509;0;0;0;;6509;-6509
6;02/03/2024;87;21:30;21:45;;;;-21.77;0;-21.77;-21.77;-1;-169143;181835;350978;12692;0;-2246;0;0;0;;2246;-2246
6;02/03/2024;88;21:45;22:00;;;;-23.77;0;-23.77;-23.77;-1;-189172;191707;380878;2535;0;-4316;0;0;0;;4316;-4316
6;02/03/2024;89;22:00;22:15;;;;-10.59;0;-10.59;-10.59;-1;-233077;218569;451646;-14508;0;-2482;0;0;0;;2482;-2482
6;02/03/2024;90;22:15;22:30;;;;-20.9;0;-20.9;-20.9;-1;-216524;210463;426987;-6061;0;-2542;0;0;0;;2542;-2542
6;02/03/2024;91;22:30;22:45;;;;-20.9;0;-20.9;-20.9;-1;-218939;209449;428388;-9490;0;-2126;0;0;0;;2126;-2126
6;02/03/2024;92;22:45;23:00;;;;-20.9;0;-20.9;-20.9;-1;-192317;181362;373680;-10955;0;-2666;0;0;0;;2666;-2666
6;02/03/2024;93;23:00;23:15;;;32.93;-20.9;0;43.35;-20.9;2;-173302;179433;352735;6131;0;-525;260;0;0;;785;-265
6;02/03/2024;94;23:15;23:30;;;;;0;43.2;43.2;0;-192981;189840;382821;-3141;0;0;0;0;0;;0;0
6;02/03/2024;95;23:30;23:45;;;;-20.9;0;-20.9;-20.9;-1;-181280;189834;371115;8554;0;-1391;0;0;0;;1391;-1391
6;02/03/2024;96;23:45;00:00;;;;-21.1;0;-21.1;-21.1;-1;-200197;194288;394485;-5909;0;-2046;0;0;0;;2046;-2046
6;02/04/2024;1;00:00;00:15;;;37.96;-39.01;0;37.96;-39.01;2;-145118;143381;288499;-1738;0;-4892;1052;0;0;;5944;-3840
6;02/04/2024;2;00:15;00:30;;;30;-28.7;0;30;-28.7;2;-103143;120064;223207;16921;0;-508;93;0;0;;601;-415
6;02/04/2024;3;00:30;00:45;;;;-27.38;0;-27.38;-27.38;-1;-174545;151830;326376;-22715;0;-533;0;0;0;;533;-533
6;02/04/2024;4;00:45;01:00;;;;-38.7;0;-38.7;-38.7;-1;-147106;138666;285772;-8439;0;-1123;0;0;0;;1123;-1123
6;02/04/2024;5;01:00;01:15;;;;;0;29.7;29.7;0;-120698;102388;223085;-18310;0;0;0;0;0;;0;0
6;02/04/2024;6;01:15;01:30;;;;;0;20.33;20.33;0;-103849;96811;200660;-7038;0;0;0;0;0;;0;0
6;02/04/2024;7;01:30;01:45;;;;;0;20.38;20.38;0;-104745;93777;198522;-10968;0;0;0;0;0;;0;0
6;02/04/2024;8;01:45;02:00;;;;6.3;0;6.3;6.3;-1;-100460;89179;189638;-11281;0;-146;0;0;0;;146;-146
6;02/04/2024;9;02:00;02:15;;;;-23.52;0;-23.52;-23.52;-1;-133629;73455;207085;-60174;0;-538;0;0;0;;538;-538
6;02/04/2024;10;02:15;02:30;;;;;0;23.73;23.73;0;-103616;72445;176062;-31171;0;0;0;0;0;;0;0
6;02/04/2024;11;02:30;02:45;;;;-26.88;0;-26.88;-26.88;-1;-111702;80360;192062;-31342;0;-540;0;0;0;;540;-540
6;02/04/2024;12;02:45;03:00;;;;-38;0;-38;-38;-1;-119571;88003;207574;-31568;0;-1618;0;0;0;;1618;-1618
6;02/04/2024;13;03:00;03:15;;;;-18.48;0;-18.48;-18.48;-1;-95577;103531;199107;7954;0;-1841;0;0;0;;1841;-1841
6;02/04/2024;14;03:15;03:30;;;;-3.77;0;-3.77;-3.77;-1;-82427;93199;175626;10772;0;-744;0;0;0;;744;-744
6;02/04/2024;15;03:30;03:45;;;;-26.77;0;-26.77;-26.77;-1;-116387;133961;250348;17574;0;-2593;0;0;0;;2593;-2593
6;02/04/2024;16;03:45;04:00;;;;-38;0;-38;-38;-1;-124797;141004;265801;16208;0;-8739;0;0;0;;8739;-8739
6;02/04/2024;17;04:00;04:15;;;;-40;0;-40;-40;-1;-140264;132071;272336;-8193;0;-7269;0;0;0;;7269;-7269
6;02/04/2024;18;04:15;04:30;;;;-37.5;0;-37.5;-37.5;-1;-121048;126416;247464;5368;0;-1497;0;0;0;;1497;-1497
6;02/04/2024;19;04:30;04:45;;;;-37.75;0;-37.75;-37.75;-1;-115727;133239;248967;17512;0;-4776;0;0;0;;4776;-4776
6;02/04/2024;20;04:45;05:00;;;;-29.01;0;-29.01;-29.01;-1;-123524;121496;245020;-2029;0;-1771;0;0;0;;1771;-1771
6;02/04/2024;21;05:00;05:15;;;;-43.76;0;-43.76;-43.76;-1;-142927;179344;322272;36417;0;-11638;0;0;0;;11638;-11638
6;02/04/2024;22;05:15;05:30;;;;-32;0;-32;-32;-1;-156133;184267;340400;28134;0;-11484;0;0;0;;11484;-11484
6;02/04/2024;23;05:30;05:45;;;;-32;0;-32;-32;-1;-152346;182112;334459;29766;0;-11769;0;0;0;;11769;-11769
6;02/04/2024;24;05:45;06:00;;;;-37.47;0;-37.47;-37.47;-1;-151481;182454;333935;30973;0;-8884;0;0;0;;8884;-8884
6;02/04/2024;25;06:00;06:15;;;;-27.79;0;-27.79;-27.79;-1;-167344;176364;343708;9020;0;-9155;0;0;0;;9155;-9155
6;02/04/2024;26;06:15;06:30;;;;-28.23;0;-28.23;-28.23;-1;-167734;163808;331542;-3926;0;-2680;0;0;0;;2680;-2680
6;02/04/2024;27;06:30;06:45;;;;-21.67;0;-21.67;-21.67;-1;-150537;152716;303253;2180;0;-784;0;0;0;;784;-784
6;02/04/2024;28;06:45;07:00;;;;-37.93;0;-37.93;-37.93;-1;-162862;155984;318846;-6878;0;-1371;0;0;0;;1371;-1371
6;02/04/2024;29;07:00;07:15;;;;-65.56;0;-65.56;-65.56;-1;-165993;169967;335960;3975;0;-7576;0;0;0;;7576;-7576
6;02/04/2024;30;07:15;07:30;;;;-35.07;0;-35.07;-35.07;-1;-170639;170198;340837;-441;0;-2801;0;0;0;;2801;-2801
6;02/04/2024;31;07:30;07:45;;;;-35.92;0;-35.92;-35.92;-1;-162052;169681;331733;7629;0;-4682;0;0;0;;4682;-4682
6;02/04/2024;32;07:45;08:00;;;;-38;0;-38;-38;-1;-173386;175085;348471;1700;0;-6879;0;0;0;;6879;-6879
6;02/04/2024;33;08:00;08:15;;;;-31.16;0;-31.16;-31.16;-1;-140114;118419;258533;-21696;0;-1185;0;0;0;;1185;-1185
6;02/04/2024;34;08:15;08:30;;;;-15.55;0;-15.55;-15.55;-1;-133262;116620;249882;-16642;0;-1052;0;0;0;;1052;-1052
6;02/04/2024;35;08:30;08:45;;;;-33.4;0;-33.4;-33.4;-1;-122355;118108;240463;-4247;0;-1025;0;0;0;;1025;-1025
6;02/04/2024;36;08:45;09:00;;;;-14.77;0;-14.77;-14.77;-1;-118006;119085;237090;1079;0;-2129;0;0;0;;2129;-2129
6;02/04/2024;37;09:00;09:15;;;44.19;;0;44.19;44.19;1;-163660;125999;289659;-37661;0;0;495;0;0;;495;495
6;02/04/2024;38;09:15;09:30;;;;;0;16.15;16.15;0;-157539;122468;280008;-35071;0;0;0;0;0;;0;0
6;02/04/2024;39;09:30;09:45;;;;;0;26.5;26.5;0;-159943;119735;279679;-40208;0;0;0;0;0;;0;0
6;02/04/2024;40;09:45;10:00;;;;;0;25.5;25.5;0;-149816;124578;274393;-25238;0;0;0;0;0;;0;0
6;02/04/2024;41;10:00;10:15;;;95.14;;0;95.14;95.14;1;-177540;124848;302388;-52693;0;0;23269;0;0;;23269;23269
6;02/04/2024;42;10:15;10:30;;;83.2;;0;83.2;83.2;1;-135048;141805;276853;6757;0;0;7404;0;0;;7404;7404
6;02/04/2024;43;10:30;10:45;;;;-11.64;0;-11.64;-11.64;-1;-134022;138918;272940;4896;0;-135;0;0;0;;135;-135
6;02/04/2024;44;10:45;11:00;;;;-16.53;0;-16.53;-16.53;-1;-148561;154130;302690;5569;0;-2465;0;0;0;;2465;-2465
6;02/04/2024;45;11:00;11:15;;;52.59;-16.73;0;52.59;-16.73;2;-121747;128381;250128;6635;0;-860;1091;0;0;;1951;231
6;02/04/2024;46;11:15;11:30;;;52.59;-40;0;-40;-40;-1;-171381;153533;324914;-17848;0;-2678;168;0;0;;2846;-2510
6;02/04/2024;47;11:30;11:45;;;;;0;17.29;17.29;0;-196514;162312;358826;-34202;0;0;0;0;0;;0;0
6;02/04/2024;48;11:45;12:00;;;;;0;17.29;17.29;0;-210786;144520;355306;-66266;0;0;0;0;0;;0;0
6;02/04/2024;49;12:00;12:15;;;78.68;;0;78.68;78.68;1;-221333;116344;337677;-104988;0;0;4320;0;0;;4320;4320
6;02/04/2024;50;12:15;12:30;;;140.3;;0;140.3;140.3;1;-220337;120216;340553;-100122;0;0;27163;0;0;;27163;27163
6;02/04/2024;51;12:30;12:45;;;;;0;29.91;29.91;0;-193209;131102;324312;-62107;0;0;897;0;0;;897;897
6;02/04/2024;52;12:45;13:00;;;;;0;29.61;29.61;0;-182565;135825;318390;-46740;0;0;0;0;0;;0;0
6;02/04/2024;53;13:00;13:15;;;72.27;;0;72.27;72.27;1;-169326;140148;309474;-29178;0;0;5660;0;0;;5660;5660
6;02/04/2024;54;13:15;13:30;;;75.21;-21.79;0;-21.79;-21.79;-1;-142201;148159;290360;5959;0;-1018;552;0;0;;1570;-466
6;02/04/2024;55;13:30;13:45;;;;-6.49;0;-6.49;-6.49;-1;-160871;124386;285257;-36485;0;-1448;0;0;0;;1448;-1448
6;02/04/2024;56;13:45;14:00;;;;;0;17.24;17.24;0;-162216;103118;265335;-59098;0;0;0;0;0;;0;0
6;02/04/2024;57;14:00;14:15;;;;;0;17.23;17.23;0;-111949;98699;210647;-13250;0;0;0;0;0;;0;0
6;02/04/2024;58;14:15;14:30;;;92;;0;92;92;1;-136303;86543;222846;-49759;0;0;6718;0;0;;6718;6718
6;02/04/2024;59;14:30;14:45;;;92;;0;92;92;1;-147592;96696;244288;-50897;0;0;17559;0;0;;17559;17559
6;02/04/2024;60;14:45;15:00;;;92.5;;0;92.5;92.5;1;-162478;122303;284782;-40175;0;0;14900;0;0;;14900;14900
6;02/04/2024;61;15:00;15:15;;;81.21;;0;81.21;81.21;1;-122182;106552;228734;-15630;0;0;435;0;0;;435;435
6;02/04/2024;62;15:15;15:30;;;80.27;;0;80.27;80.27;1;-137418;107403;244821;-30015;0;0;2611;0;0;;2611;2611
6;02/04/2024;63;15:30;15:45;;;38.35;;0;38.35;38.35;1;-141641;145059;286701;3418;0;0;59;0;0;;59;59
6;02/04/2024;64;15:45;16:00;;;77.21;;0;77.21;77.21;1;-136148;143044;279192;6896;0;0;330;0;0;;330;330
6;02/04/2024;65;16:00;16:15;;;;-40;0;-40;-40;-1;-106172;166548;272720;60376;0;-6232;0;0;0;;6232;-6232
6;02/04/2024;66;16:15;16:30;;;;-20.6;0;-20.6;-20.6;-1;-117670;155510;273180;37840;0;-1769;0;0;0;;1769;-1769
6;02/04/2024;67;16:30;16:45;;;;-18.13;0;-18.13;-18.13;-1;-121451;166950;288401;45499;0;-290;0;0;0;;290;-290
6;02/04/2024;68;16:45;17:00;;;;;0;36.72;36.72;0;-104062;188093;292155;84031;0;0;0;0;0;;0;0
6;02/04/2024;69;17:00;17:15;;;53.04;-46;0;53.04;-46;2;-142513;141606;284119;-907;0;-4338;1239;0;0;;5577;-3099
6;02/04/2024;70;17:15;17:30;;;51.17;;0;51.17;51.17;1;-113149;118338;231487;5189;0;0;953;0;0;;953;953
6;02/04/2024;71;17:30;17:45;;;92.4;;0;92.4;92.4;1;-133293;115146;248440;-18147;0;0;9549;0;0;;9549;9549
6;02/04/2024;72;17:45;18:00;;;92.4;;0;92.4;92.4;1;-153093;124939;278032;-28155;0;0;25345;0;0;;25345;25345
6;02/04/2024;73;18:00;18:15;;;92.4;;0;92.4;92.4;1;-164174;61765;225939;-102408;0;0;9199;0;0;;9199;9199
6;02/04/2024;74;18:15;18:30;;;96.9;;0;96.9;96.9;1;-144562;57868;202430;-86694;0;0;12835;0;0;;12835;12835
6;02/04/2024;75;18:30;18:45;;;92.4;;0;92.4;92.4;1;-126541;70372;196913;-56169;0;0;10356;0;0;;10356;10356
6;02/04/2024;76;18:45;19:00;;;;;0;17.12;17.12;0;-120576;121558;242133;982;0;0;7;0;0;;7;7
6;02/04/2024;77;19:00;19:15;;;125.23;;0;125.23;125.23;1;-164978;78297;243276;-86681;0;0;24479;0;0;;24479;24479
6;02/04/2024;78;19:15;19:30;;;92.4;;0;92.4;92.4;1;-120292;87476;207768;-32816;0;0;26291;0;0;;26291;26291
6;02/04/2024;79;19:30;19:45;;;38;;0;38;38;1;-119586;104234;223820;-15353;0;0;994;0;0;;994;994
6;02/04/2024;80;19:45;20:00;;;;;0;17.12;17.12;0;-105943;88255;194199;-17688;0;0;0;0;0;;0;0
6;02/04/2024;81;20:00;20:15;;;70.06;;0;70.06;70.06;1;-124366;120284;244650;-4082;0;0;4359;0;0;;4359;4359
6;02/04/2024;82;20:15;20:30;;;;;0;17.12;17.12;0;-122411;101079;223490;-21332;0;0;0;0;0;;0;0
6;02/04/2024;83;20:30;20:45;;;38;-20.79;0;38;-20.79;2;-85501;98390;183891;12889;0;-1483;612;0;0;;2095;-871
6;02/04/2024;84;20:45;21:00;;;;-16.6;0;-16.6;-16.6;-1;-118223;91172;209395;-27050;0;-1116;0;0;0;;1116;-1116
6;02/04/2024;85;21:00;21:15;;;52.45;;0;52.45;52.45;1;-137781;56820;194601;-80961;0;0;2040;0;0;;2040;2040
6;02/04/2024;86;21:15;21:30;;;38;;0;38;38;1;-119847;60764;180612;-59083;0;0;78;0;0;;78;78
6;02/04/2024;87;21:30;21:45;;;;;0;17.12;17.12;0;-124053;66470;190523;-57583;0;0;0;0;0;;0;0
6;02/04/2024;88;21:45;22:00;;;;;0;17.12;17.12;0;-136342;62572;198914;-73770;0;0;0;0;0;;0;0
6;02/04/2024;89;22:00;22:15;;;;;0;15.6;15.6;0;-114094;56037;170132;-58057;0;0;0;0;0;;0;0
6;02/04/2024;90;22:15;22:30;;;;;0;15.45;15.45;0;-120593;56907;177501;-63686;0;0;0;0;0;;0;0
6;02/04/2024;91;22:30;22:45;;;;;0;16.12;16.12;0;-115609;52124;167733;-63485;0;0;0;0;0;;0;0
6;02/04/2024;92;22:45;23:00;;;;;0;16.12;16.12;0;-110470;79474;189944;-30996;0;0;0;0;0;;0;0
6;02/04/2024;93;23:00;23:15;;;92.4;;0;92.4;92.4;1;-117779;61697;179475;-56082;0;0;5690;0;0;;5690;5690
6;02/04/2024;94;23:15;23:30;;;;;0;24.29;24.29;0;-92908;66209;159117;-26698;0;0;0;0;0;;0;0
6;02/04/2024;95;23:30;23:45;;;;-6.44;0;-6.44;-6.44;-1;-77484;70193;147678;-7291;0;-1525;0;0;0;;1525;-1525
6;02/04/2024;96;23:45;00:00;;;;-38;0;-38;-38;-1;-100130;63355;163485;-36776;0;-1966;0;0;0;;1966;-1966
6;02/05/2024;1;00:00;00:15;;;57.78;-113.58;0;57.78;-113.58;2;-127339;93268;220607;-34071;0;-8189;727;0;0;;8916;-7462
6;02/05/2024;2;00:15;00:30;;;;-56;0;-56;-56;-1;-135321;91741;227062;-43580;0;-2836;0;0;0;;2836;-2836
6;02/05/2024;3;00:30;00:45;;;;-26.73;0;-26.73;-26.73;-1;-129602;79530;209133;-50072;0;-864;0;0;0;;864;-864
6;02/05/2024;4;00:45;01:00;;;;-26.73;0;-26.73;-26.73;-1;-122020;79687;201706;-42333;0;-649;0;0;0;;649;-649
6;02/05/2024;5;01:00;01:15;;;;;0;17.12;17.12;0;-122028;106675;228703;-15353;0;-4;0;0;0;;4;-4
6;02/05/2024;6;01:15;01:30;;;;-21.63;0;-21.63;-21.63;-1;-135492;98972;234464;-36520;0;-1124;0;0;0;;1124;-1124
6;02/05/2024;7;01:30;01:45;;;;-28.23;0;-28.23;-28.23;-1;-136283;92039;228322;-44244;0;-1520;0;0;0;;1520;-1520
6;02/05/2024;8;01:45;02:00;;;;-18.97;0;-18.97;-18.97;-1;-137862;110963;248826;-26899;0;-1925;0;0;0;;1925;-1925
6;02/05/2024;9;02:00;02:15;;;;-6.49;0;-6.49;-6.49;-1;-93593;84575;178168;-9017;0;-1883;0;0;0;;1883;-1883
6;02/05/2024;10;02:15;02:30;;;;-16.77;0;-16.77;-16.77;-1;-103843;72410;176253;-31434;0;-1617;0;0;0;;1617;-1617
6;02/05/2024;11;02:30;02:45;;;;-14.77;0;-14.77;-14.77;-1;-99168;68310;167478;-30857;0;-940;0;0;0;;940;-940
6;02/05/2024;12;02:45;03:00;;;;-16.77;0;-16.77;-16.77;-1;-95127;58726;153853;-36401;0;-728;0;0;0;;728;-728
6;02/05/2024;13;03:00;03:15;;;;;0;17.12;17.12;0;-102848;81638;184486;-21209;0;0;0;0;0;;0;0
6;02/05/2024;14;03:15;03:30;;;;;0;17.12;17.12;0;-97782;83816;181597;-13966;0;0;0;0;0;;0;0
6;02/05/2024;15;03:30;03:45;;;;-16.77;0;-16.77;-16.77;-1;-113038;81879;194917;-31159;0;-409;0;0;0;;409;-409
6;02/05/2024;16;03:45;04:00;;;;-26.15;0;-26.15;-26.15;-1;-106391;83675;190066;-22717;0;-2402;0;0;0;;2402;-2402
6;02/05/2024;17;04:00;04:15;;;91.1;-207.73;0;91.1;-207.73;2;-126527;43864;170392;-82663;0;-3744;7760;0;0;;11504;4016
6;02/05/2024;18;04:15;04:30;;;91.1;-6.5;0;-6.5;-6.5;-1;-95416;70585;166001;-24831;0;-1362;2;0;0;;1364;-1360
6;02/05/2024;19;04:30;04:45;;;;-14.77;0;-14.77;-14.77;-1;-107406;63314;170721;-44092;0;-682;0;0;0;;682;-682
6;02/05/2024;20;04:45;05:00;;;57.8;-11.51;0;57.8;-11.51;2;-87369;59933;147302;-27436;0;-842;76;0;0;;918;-766
6;02/05/2024;21;05:00;05:15;;;63.41;-43.46;0;63.41;-43.46;2;-103096;82238;185334;-20858;0;-4779;206;0;0;;4985;-4573
6;02/05/2024;22;05:15;05:30;;;;-18.77;0;-18.77;-18.77;-1;-108494;75227;183721;-33266;0;-2192;0;0;0;;2192;-2192
6;02/05/2024;23;05:30;05:45;;;;;0;22.02;22.02;0;-98577;86179;184756;-12398;0;0;0;0;0;;0;0
6;02/05/2024;24;05:45;06:00;;;63.41;;0;63.41;63.41;1;-112892;82803;195695;-30090;0;0;1062;0;0;;1062;1062
6;02/05/2024;25;06:00;06:15;;;77.41;;0;77.41;77.41;1;-146026;113367;259393;-32659;0;0;510;0;0;;510;510
6;02/05/2024;26;06:15;06:30;;;65.41;;0;65.41;65.41;1;-121852;103388;225240;-18464;0;0;582;0;0;;582;582
6;02/05/2024;27;06:30;06:45;;;91.1;;0;91.1;91.1;1;-121513;96327;217841;-25186;0;0;14917;0;0;;14917;14917
6;02/05/2024;28;06:45;07:00;;;91.1;;0;91.1;91.1;1;-108408;141826;250233;33418;0;0;7880;0;0;;7880;7880
6;02/05/2024;29;07:00;07:15;;;;;0;69.35;69.35;0;-137462;154785;292247;17323;0;0;0;0;0;;0;0
6;02/05/2024;30;07:15;07:30;;;80.9;;0;80.9;80.9;1;-142562;119079;261640;-23483;0;0;1306;0;0;;1306;1306
6;02/05/2024;31;07:30;07:45;;;80.9;;0;80.9;80.9;1;-155785;102464;258248;-53321;0;0;7384;0;0;;7384;7384
6;02/05/2024;32;07:45;08:00;;;1887.1;;0;1887.1;1887.1;1;-200765;70625;271390;-130140;0;0;41938;0;0;;41938;41938
6;02/05/2024;33;08:00;08:15;;;68.9;4.23;0;68.9;4.23;2;-170899;166405;337304;-4494;0;-590;1368;0;0;;1958;778
6;02/05/2024;34;08:15;08:30;;;;;0;36.57;36.57;0;-149071;131257;280329;-17814;0;0;0;0;0;;0;0
6;02/05/2024;35;08:30;08:45;;;;;0;35.57;35.57;0;-140964;95401;236366;-45563;0;0;0;0;0;;0;0
6;02/05/2024;36;08:45;09:00;;;;;0;35.57;35.57;0;-157143;92873;250015;-64270;0;0;0;0;0;;0;0
6;02/05/2024;37;09:00;09:15;;;92.14;;0;92.14;92.14;1;-185167;147710;332876;-37457;0;0;18783;0;0;;18783;18783
6;02/05/2024;38;09:15;09:30;;;;;0;68.2;68.2;0;-189607;164633;354240;-24973;0;0;793;0;0;;793;793
6;02/05/2024;39;09:30;09:45;;;;;0;68.2;68.2;0;-168251;126469;294721;-41782;0;0;0;0;0;;0;0
6;02/05/2024;40;09:45;10:00;;;;;0;68.2;68.2;0;-181592;140414;322006;-41178;0;0;0;0;0;;0;0
6;02/05/2024;41;10:00;10:15;;;1887.1;;0;1887.1;1887.1;1;-292226;190188;482414;-102038;0;0;36176;0;0;;36176;36176
6;02/05/2024;42;10:15;10:30;;;78.2;;0;78.2;78.2;1;-268324;231374;499698;-36950;0;0;4299;0;0;;4299;4299
6;02/05/2024;43;10:30;10:45;;;74.2;;0;74.2;74.2;1;-305655;209926;515582;-95729;0;0;2734;0;0;;2734;2734
6;02/05/2024;44;10:45;11:00;;;92.4;;0;92.4;92.4;1;-323816;180681;504497;-143135;0;0;24886;0;0;;24886;24886
6;02/05/2024;45;11:00;11:15;;;140.3;;0;140.3;140.3;1;-354274;240683;594958;-113591;0;0;30889;0;0;;30889;30889
6;02/05/2024;46;11:15;11:30;;;92.4;;0;92.4;92.4;1;-346065;239702;585767;-106363;0;0;12113;0;0;;12113;12113
6;02/05/2024;47;11:30;11:45;;;76.2;;0;76.2;76.2;1;-340550;234111;574661;-106440;0;0;4000;0;0;;4000;4000
6;02/05/2024;48;11:45;12:00;;;70.2;;0;70.2;70.2;1;-318212;257512;575725;-60700;0;0;164;0;0;;164;164
6;02/05/2024;49;12:00;12:15;;;70.2;-13.66;0;70.2;-13.66;2;-214994;201675;416669;-13318;0;-179;167;0;0;;346;-12
6;02/05/2024;50;12:15;12:30;;;;-13.66;0;-13.66;-13.66;-1;-253413;267427;520840;14014;0;-3438;0;0;0;;3438;-3438
6;02/05/2024;51;12:30;12:45;;;;-4.39;0;-4.39;-4.39;-1;-253378;279029;532406;25651;0;-3241;0;0;0;;3241;-3241
6;02/05/2024;52;12:45;13:00;;;;-8.89;0;-8.89;-8.89;-1;-274013;264539;538552;-9473;0;-8963;0;0;0;;8963;-8963
6;02/05/2024;53;13:00;13:15;;;92.5;;0;92.5;92.5;1;-290455;229467;519921;-60988;0;0;9284;0;0;;9284;9284
6;02/05/2024;54;13:15;13:30;;;92.5;;0;92.5;92.5;1;-266508;223750;490258;-42758;0;0;7482;0;0;;7482;7482
6;02/05/2024;55;13:30;13:45;;;92.5;;0;92.5;92.5;1;-290507;219975;510482;-70532;0;0;28068;0;0;;28068;28068
6;02/05/2024;56;13:45;14:00;;;92.5;;0;92.5;92.5;1;-260425;220060;480485;-40365;0;0;14625;0;0;;14625;14625
6;02/05/2024;57;14:00;14:15;;;76.2;;0;76.2;76.2;1;-238619;193021;431641;-45598;0;0;2710;0;0;;2710;2710
6;02/05/2024;58;14:15;14:30;;;92.5;;0;92.5;92.5;1;-237828;185169;422996;-52659;0;0;18754;0;0;;18754;18754
6;02/05/2024;59;14:30;14:45;;;92.4;;0;92.4;92.4;1;-253089;197997;451086;-55092;0;0;26445;0;0;;26445;26445
6;02/05/2024;60;14:45;15:00;;;92.4;;0;92.4;92.4;1;-305210;198732;503942;-106478;0;0;35318;0;0;;35318;35318
6;02/05/2024;61;15:00;15:15;;;78.2;-35.79;0;78.2;-35.79;2;-124108;158655;282762;34547;0;-6344;5064;0;0;;11408;-1280
6;02/05/2024;62;15:15;15:30;;;72.2;-16.77;0;72.2;-16.77;2;-152517;178206;330722;25689;0;-2241;333;0;0;;2574;-1908
6;02/05/2024;63;15:30;15:45;;;;64.2;0;64.2;64.2;-1;-183767;195406;379174;11639;0;-2171;0;0;0;;2171;-2171
6;02/05/2024;64;15:45;16:00;;;72.2;;0;72.2;72.2;1;-185276;172659;357935;-12617;0;0;2785;0;0;;2785;2785
6;02/05/2024;65;16:00;16:15;;;92.4;-72.74;0;92.4;-72.74;2;-149726;167396;317123;17670;0;-6869;2030;0;0;;8899;-4839
6;02/05/2024;66;16:15;16:30;;;86.4;-264.05;0;86.4;-264.05;2;-174514;158952;333467;-15562;0;-3260;4184;0;0;;7444;924
6;02/05/2024;67;16:30;16:45;;;93.2;-264.05;0;93.2;-264.05;2;-147516;126004;273520;-21513;0;-1968;11993;0;0;;13961;10025
6;02/05/2024;68;16:45;17:00;;;92.4;;0;92.4;92.4;1;-150592;129917;280508;-20675;0;0;12348;0;0;;12348;12348
6;02/05/2024;69;17:00;17:15;;;;64.2;0;64.2;64.2;-1;-168647;96453;265100;-72194;0;-165;0;0;0;;165;-165
6;02/05/2024;70;17:15;17:30;;;;;0;52.1;52.1;0;-149449;81149;230598;-68300;0;0;0;0;0;;0;0
6;02/05/2024;71;17:30;17:45;;;74.2;;0;74.2;74.2;1;-142245;70383;212627;-71862;0;0;1015;0;0;;1015;1015
6;02/05/2024;72;17:45;18:00;;;92.4;;0;92.4;92.4;1;-132970;81013;213983;-51958;0;0;18086;0;0;;18086;18086
